game_id,round_num,explorer_label,rule_idx,stim_num,true_label,student_label,rule_type
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,FALSE,28,0,FALSE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,3,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,4,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,1,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,FALSE,28,6,FALSE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,7,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,FALSE,28,2,FALSE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,9,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,10,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,11,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,12,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,13,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,14,TRUE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,15,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,16,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,17,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,18,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,FALSE,28,8,FALSE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,5,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,21,TRUE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,22,TRUE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,23,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,24,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,25,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,26,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,27,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,28,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,FALSE,28,29,FALSE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,FALSE,28,30,FALSE,FALSE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,31,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,32,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,33,TRUE,TRUE,DISJUNCTION
8854-bc5d9507-1429-4dbe-9fbd-cf847b26ba3a,0,TRUE,28,34,TRUE,TRUE,DISJUNCTION
