workerid,proliferate.condition,ask,correct,failed_audio,failed_images,failed_video,group,internal_node_id,left,response,right,rt,stimulus,success,time_elapsed,timeout,trial_index,trial_type,type,error
14,long,,,,,,,0.0-0.0,,0,,1716,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",,1723,,0,html-button-response,,
14,long,,,[],[],[],,0.0-1.0,,,,,,True,2070,False,1,preload,,
14,long,,,,,,,0.0-2.0-0.0,, ,,3418,"<p> <b> Practice: </b> Which image is <b>bigger</b>?</p> <br> <p> Press <b>c</b> for image on left, and <b>m</b> for image on right as quickly and accurately as possible. </p> <p> Press space to continue.</p>",,5490,,2,html-keyboard-response,,
14,long,,,,,,,0.0-3.0-0.0,,,,,"<div style=""font-size:60px;"">+</div>",,6190,,3,html-keyboard-response,,
14,long,big,True,,,,random,0.0-3.0-1.0,Big-visBig/11_40.jpg,c,Small-visSmall/16_73.jpg,1603,"
            <img src=""Big-visBig/11_40.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/16_73.jpg"" style=""margin-left: 50px"">
            ",,7795,,4,html-keyboard-response,congruent,
14,long,,,,,,,0.0-3.0-2.0,,,,,,,8697,,5,html-keyboard-response,,
14,long,,,,,,,0.0-3.0-0.1,,,,,"<div style=""font-size:60px;"">+</div>",,9400,,6,html-keyboard-response,,
14,long,big,True,,,,random,0.0-3.0-1.1,Small-visBig/18_76.jpg,c,Big-visSmall/10_09.jpg,883,"
            <img src=""Small-visBig/18_76.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/10_09.jpg"" style=""margin-left: 50px"">
            ",,10285,,7,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-3.0-2.1,,,,,,,11186,,8,html-keyboard-response,,
14,long,,,,,,,0.0-3.0-0.2,,,,,"<div style=""font-size:60px;"">+</div>",,11904,,9,html-keyboard-response,,
14,long,big,True,,,,random,0.0-3.0-1.2,Big-visBig/19_17.jpg,c,Small-visSmall/10_59.jpg,613,"
            <img src=""Big-visBig/19_17.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/10_59.jpg"" style=""margin-left: 50px"">
            ",,12518,,10,html-keyboard-response,congruent,
14,long,,,,,,,0.0-3.0-2.2,,,,,,,13419,,11,html-keyboard-response,,
14,long,,,,,,,0.0-3.0-0.3,,,,,"<div style=""font-size:60px;"">+</div>",,14121,,12,html-keyboard-response,,
14,long,big,True,,,,random,0.0-3.0-1.3,Small-visSmall/21_52.jpg,m,Big-visBig/08_35.jpg,775,"
            <img src=""Small-visSmall/21_52.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/08_35.jpg"" style=""margin-left: 50px"">
            ",,14897,,13,html-keyboard-response,congruent,
14,long,,,,,,,0.0-3.0-2.3,,,,,,,15797,,14,html-keyboard-response,,
14,long,,,,,,,0.0-3.0-0.4,,,,,"<div style=""font-size:60px;"">+</div>",,16499,,15,html-keyboard-response,,
14,long,big,True,,,,random,0.0-3.0-1.4,Big-visSmall/04_05.jpg,m,Small-visBig/27_63.jpg,1037,"
            <img src=""Big-visSmall/04_05.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/27_63.jpg"" style=""margin-left: 50px"">
            ",,17536,,16,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-3.0-2.4,,,,,,,18438,,17,html-keyboard-response,,
14,long,,,,,,,0.0-4.0-0.0,, ,,2362,"<p> <b> Practice: </b> Which image is <b>smaller</b>? </p> <br> <p> Press <b>c</b> for image on left, and <b>m</b> for image on right as quickly and accurately as possible. </p> <p> Press space to continue.</p>",,20799,,18,html-keyboard-response,,
14,long,,,,,,,0.0-5.0-0.0,,,,,"<div style=""font-size:60px;"">+</div>",,21501,,19,html-keyboard-response,,
14,long,small,True,,,,random,0.0-5.0-1.0,Big-visSmall/02_08.jpg,c,Small-visBig/23_70.jpg,600,"
            <img src=""Big-visSmall/02_08.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/23_70.jpg"" style=""margin-left: 50px"">
            ",,22101,,20,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-5.0-2.0,,,,,,,23002,,21,html-keyboard-response,,
14,long,,,,,,,0.0-5.0-0.1,,,,,"<div style=""font-size:60px;"">+</div>",,23704,,22,html-keyboard-response,,
14,long,small,True,,,,random,0.0-5.0-1.1,Small-visSmall/05_54.jpg,c,Big-visBig/05_25.jpg,716,"
            <img src=""Small-visSmall/05_54.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/05_25.jpg"" style=""margin-left: 50px"">
            ",,24421,,23,html-keyboard-response,congruent,
14,long,,,,,,,0.0-5.0-2.1,,,,,,,25322,,24,html-keyboard-response,,
14,long,,,,,,,0.0-5.0-0.2,,,,,"<div style=""font-size:60px;"">+</div>",,26023,,25,html-keyboard-response,,
14,long,small,True,,,,random,0.0-5.0-1.2,Big-visBig/28_12.jpg,m,Small-visSmall/26_42.jpg,691,"
            <img src=""Big-visBig/28_12.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/26_42.jpg"" style=""margin-left: 50px"">
            ",,26715,,26,html-keyboard-response,congruent,
14,long,,,,,,,0.0-5.0-2.2,,,,,,,27615,,27,html-keyboard-response,,
14,long,,,,,,,0.0-5.0-0.3,,,,,"<div style=""font-size:60px;"">+</div>",,28317,,28,html-keyboard-response,,
14,long,small,True,,,,random,0.0-5.0-1.3,Small-visSmall/22_65.jpg,c,Big-visBig/14_34.jpg,693,"
            <img src=""Small-visSmall/22_65.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/14_34.jpg"" style=""margin-left: 50px"">
            ",,29011,,29,html-keyboard-response,congruent,
14,long,,,,,,,0.0-5.0-2.3,,,,,,,30008,,30,html-keyboard-response,,
14,long,,,,,,,0.0-5.0-0.4,,,,,"<div style=""font-size:60px;"">+</div>",,30709,,31,html-keyboard-response,,
14,long,small,True,,,,random,0.0-5.0-1.4,Big-visSmall/11_40.jpg,c,Small-visBig/16_73.jpg,663,"
            <img src=""Big-visSmall/11_40.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/16_73.jpg"" style=""margin-left: 50px"">
            ",,31374,,32,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-5.0-2.4,,,,,,,32276,,33,html-keyboard-response,,
14,long,,,,,,,0.0-6.0-0.0,, ,,846,<p> Great job! You are now ready to start the main experiment! </p> <br> <p> Press space to continue. </p>,,33122,,34,html-keyboard-response,,
14,long,,,,,,,0.0-7.0-0.0,, ,,2258,"<p> <b> Block 1 out of 4 (5 minutes): </b>Which image is <b>bigger</b>?</p> <br> <p>Press <b>c</b> for image on left, and <b>m</b> for image on right as quickly and accurately as possible. </p> <br> <p> Press space to continue.</p>",,35379,,35,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.0,,,,,"<div style=""font-size:60px;"">+</div>",,36080,,36,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.0,Small-visBig/24_61.jpg,c,Big-visSmall/23_16.jpg,1341,"
            <img src=""Small-visBig/24_61.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/23_16.jpg"" style=""margin-left: 50px"">
            ",,37423,,37,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.0,,,,,,,38324,,38,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.1,,,,,"<div style=""font-size:60px;"">+</div>",,39025,,39,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.1,Small-visBig/21_52.jpg,c,Big-visSmall/20_38.jpg,595,"
            <img src=""Small-visBig/21_52.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/20_38.jpg"" style=""margin-left: 50px"">
            ",,39620,,40,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.1,,,,,,,40521,,41,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.2,,,,,"<div style=""font-size:60px;"">+</div>",,41223,,42,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.2,Big-visBig/21_31.jpg,c,Small-visSmall/22_65.jpg,575,"
            <img src=""Big-visBig/21_31.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/22_65.jpg"" style=""margin-left: 50px"">
            ",,41799,,43,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.2,,,,,,,42701,,44,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.3,,,,,"<div style=""font-size:60px;"">+</div>",,43401,,45,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.3,Big-visSmall/09_15.jpg,m,Small-visBig/09_64.jpg,620,"
            <img src=""Big-visSmall/09_15.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/09_64.jpg"" style=""margin-left: 50px"">
            ",,44022,,46,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.3,,,,,,,44923,,47,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.4,,,,,"<div style=""font-size:60px;"">+</div>",,45648,,48,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.4,Small-visBig/09_64.jpg,c,Big-visSmall/09_15.jpg,525,"
            <img src=""Small-visBig/09_64.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/09_15.jpg"" style=""margin-left: 50px"">
            ",,46174,,49,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.4,,,,,,,47075,,50,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.5,,,,,"<div style=""font-size:60px;"">+</div>",,47776,,51,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.5,Small-visSmall/28_47.jpg,m,Big-visBig/27_18.jpg,560,"
            <img src=""Small-visSmall/28_47.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/27_18.jpg"" style=""margin-left: 50px"">
            ",,48337,,52,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.5,,,,,,,49238,,53,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.6,,,,,"<div style=""font-size:60px;"">+</div>",,49939,,54,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.6,Small-visSmall/23_70.jpg,m,Big-visBig/22_26.jpg,586,"
            <img src=""Small-visSmall/23_70.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/22_26.jpg"" style=""margin-left: 50px"">
            ",,50526,,55,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.6,,,,,,,51427,,56,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.7,,,,,"<div style=""font-size:60px;"">+</div>",,52129,,57,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.7,Small-visSmall/21_52.jpg,m,Big-visBig/20_38.jpg,569,"
            <img src=""Small-visSmall/21_52.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/20_38.jpg"" style=""margin-left: 50px"">
            ",,52699,,58,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.7,,,,,,,53599,,59,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.8,,,,,"<div style=""font-size:60px;"">+</div>",,54300,,60,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.8,Big-visBig/26_32.jpg,c,Small-visSmall/27_63.jpg,561,"
            <img src=""Big-visBig/26_32.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/27_63.jpg"" style=""margin-left: 50px"">
            ",,54863,,61,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.8,,,,,,,55764,,62,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.9,,,,,"<div style=""font-size:60px;"">+</div>",,56465,,63,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.9,Big-visBig/29_03.jpg,c,Small-visSmall/30_50.jpg,490,"
            <img src=""Big-visBig/29_03.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/30_50.jpg"" style=""margin-left: 50px"">
            ",,56956,,64,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.9,,,,,,,57858,,65,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.10,,,,,"<div style=""font-size:60px;"">+</div>",,58558,,66,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.10,Small-visSmall/12_58.jpg,m,Big-visBig/12_13.jpg,511,"
            <img src=""Small-visSmall/12_58.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/12_13.jpg"" style=""margin-left: 50px"">
            ",,59071,,67,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.10,,,,,,,60013,,68,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.11,,,,,"<div style=""font-size:60px;"">+</div>",,60764,,69,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.11,Big-visBig/18_23.jpg,c,Small-visSmall/19_41.jpg,492,"
            <img src=""Big-visBig/18_23.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/19_41.jpg"" style=""margin-left: 50px"">
            ",,61256,,70,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.11,,,,,,,62158,,71,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.12,,,,,"<div style=""font-size:60px;"">+</div>",,62859,,72,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.12,Big-visBig/03_36.jpg,c,Small-visSmall/03_57.jpg,518,"
            <img src=""Big-visBig/03_36.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/03_57.jpg"" style=""margin-left: 50px"">
            ",,63378,,73,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.12,,,,,,,64279,,74,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.13,,,,,"<div style=""font-size:60px;"">+</div>",,64980,,75,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.13,Small-visSmall/04_48.jpg,m,Big-visBig/04_05.jpg,502,"
            <img src=""Small-visSmall/04_48.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/04_05.jpg"" style=""margin-left: 50px"">
            ",,65484,,76,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.13,,,,,,,66385,,77,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.14,,,,,"<div style=""font-size:60px;"">+</div>",,67086,,78,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.14,Big-visSmall/22_26.jpg,m,Small-visBig/23_70.jpg,627,"
            <img src=""Big-visSmall/22_26.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/23_70.jpg"" style=""margin-left: 50px"">
            ",,67715,,79,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.14,,,,,,,68615,,80,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.15,,,,,"<div style=""font-size:60px;"">+</div>",,69317,,81,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.15,Small-visSmall/30_50.jpg,m,Big-visBig/29_03.jpg,593,"
            <img src=""Small-visSmall/30_50.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/29_03.jpg"" style=""margin-left: 50px"">
            ",,69910,,82,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.15,,,,,,,70810,,83,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.16,,,,,"<div style=""font-size:60px;"">+</div>",,71512,,84,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.16,Big-visSmall/02_08.jpg,m,Small-visBig/02_44.jpg,574,"
            <img src=""Big-visSmall/02_08.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/02_44.jpg"" style=""margin-left: 50px"">
            ",,72086,,85,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.16,,,,,,,72989,,86,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.17,,,,,"<div style=""font-size:60px;"">+</div>",,73692,,87,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.17,Big-visSmall/29_03.jpg,m,Small-visBig/30_50.jpg,1068,"
            <img src=""Big-visSmall/29_03.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/30_50.jpg"" style=""margin-left: 50px"">
            ",,74761,,88,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.17,,,,,,,75662,,89,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.18,,,,,"<div style=""font-size:60px;"">+</div>",,76364,,90,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.18,Big-visBig/27_18.jpg,c,Small-visSmall/28_47.jpg,595,"
            <img src=""Big-visBig/27_18.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/28_47.jpg"" style=""margin-left: 50px"">
            ",,76960,,91,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.18,,,,,,,77861,,92,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.19,,,,,"<div style=""font-size:60px;"">+</div>",,78562,,93,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.19,Small-visBig/28_47.jpg,c,Big-visSmall/27_18.jpg,557,"
            <img src=""Small-visBig/28_47.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/27_18.jpg"" style=""margin-left: 50px"">
            ",,79120,,94,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.19,,,,,,,80022,,95,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.20,,,,,"<div style=""font-size:60px;"">+</div>",,80724,,96,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.20,Small-visSmall/05_54.jpg,m,Big-visBig/05_25.jpg,515,"
            <img src=""Small-visSmall/05_54.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/05_25.jpg"" style=""margin-left: 50px"">
            ",,81239,,97,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.20,,,,,,,82141,,98,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.21,,,,,"<div style=""font-size:60px;"">+</div>",,82842,,99,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.21,Big-visSmall/23_16.jpg,m,Small-visBig/24_61.jpg,642,"
            <img src=""Big-visSmall/23_16.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/24_61.jpg"" style=""margin-left: 50px"">
            ",,83486,,100,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.21,,,,,,,84387,,101,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.22,,,,,"<div style=""font-size:60px;"">+</div>",,85088,,102,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.22,Small-visBig/16_73.jpg,c,Big-visSmall/15_29.jpg,561,"
            <img src=""Small-visBig/16_73.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/15_29.jpg"" style=""margin-left: 50px"">
            ",,85652,,103,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.22,,,,,,,86554,,104,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.23,,,,,"<div style=""font-size:60px;"">+</div>",,87254,,105,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.23,Small-visBig/08_45.jpg,c,Big-visSmall/08_35.jpg,627,"
            <img src=""Small-visBig/08_45.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/08_35.jpg"" style=""margin-left: 50px"">
            ",,87883,,106,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.23,,,,,,,88784,,107,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.24,,,,,"<div style=""font-size:60px;"">+</div>",,89485,,108,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.24,Big-visBig/10_09.jpg,c,Small-visSmall/10_59.jpg,544,"
            <img src=""Big-visBig/10_09.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/10_59.jpg"" style=""margin-left: 50px"">
            ",,90030,,109,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.24,,,,,,,90932,,110,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.25,,,,,"<div style=""font-size:60px;"">+</div>",,91633,,111,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.25,Big-visSmall/03_36.jpg,m,Small-visBig/03_57.jpg,882,"
            <img src=""Big-visSmall/03_36.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/03_57.jpg"" style=""margin-left: 50px"">
            ",,92516,,112,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.25,,,,,,,93417,,113,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.26,,,,,"<div style=""font-size:60px;"">+</div>",,94118,,114,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.26,Big-visSmall/07_33.jpg,m,Small-visBig/07_51.jpg,543,"
            <img src=""Big-visSmall/07_33.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/07_51.jpg"" style=""margin-left: 50px"">
            ",,94663,,115,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.26,,,,,,,95564,,116,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.27,,,,,"<div style=""font-size:60px;"">+</div>",,96265,,117,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.27,Small-visSmall/26_42.jpg,m,Big-visBig/25_10.jpg,598,"
            <img src=""Small-visSmall/26_42.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/25_10.jpg"" style=""margin-left: 50px"">
            ",,96864,,118,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.27,,,,,,,97765,,119,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.28,,,,,"<div style=""font-size:60px;"">+</div>",,98466,,120,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.28,Big-visBig/06_02.jpg,c,Small-visSmall/06_43.jpg,542,"
            <img src=""Big-visBig/06_02.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/06_43.jpg"" style=""margin-left: 50px"">
            ",,99009,,121,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.28,,,,,,,99911,,122,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.29,,,,,"<div style=""font-size:60px;"">+</div>",,100612,,123,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.29,Small-visBig/18_76.jpg,c,Big-visSmall/17_21.jpg,615,"
            <img src=""Small-visBig/18_76.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/17_21.jpg"" style=""margin-left: 50px"">
            ",,101229,,124,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.29,,,,,,,102130,,125,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.30,,,,,"<div style=""font-size:60px;"">+</div>",,102831,,126,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.30,Small-visBig/19_41.jpg,c,Big-visSmall/18_23.jpg,799,"
            <img src=""Small-visBig/19_41.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/18_23.jpg"" style=""margin-left: 50px"">
            ",,103630,,127,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.30,,,,,,,104532,,128,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.31,,,,,"<div style=""font-size:60px;"">+</div>",,105232,,129,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.31,Small-visSmall/10_59.jpg,m,Big-visBig/10_09.jpg,481,"
            <img src=""Small-visSmall/10_59.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visBig/10_09.jpg"" style=""margin-left: 50px"">
            ",,105715,,130,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.31,,,,,,,106616,,131,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.32,,,,,"<div style=""font-size:60px;"">+</div>",,107317,,132,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.32,Big-visBig/11_40.jpg,c,Small-visSmall/11_71.jpg,473,"
            <img src=""Big-visBig/11_40.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/11_71.jpg"" style=""margin-left: 50px"">
            ",,107791,,133,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.32,,,,,,,108692,,134,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.33,,,,,"<div style=""font-size:60px;"">+</div>",,109394,,135,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.33,Big-visBig/14_34.jpg,c,Small-visSmall/14_67.jpg,499,"
            <img src=""Big-visBig/14_34.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/14_67.jpg"" style=""margin-left: 50px"">
            ",,109894,,136,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.33,,,,,,,110795,,137,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.34,,,,,"<div style=""font-size:60px;"">+</div>",,111496,,138,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.34,Small-visBig/22_65.jpg,c,Big-visSmall/21_31.jpg,546,"
            <img src=""Small-visBig/22_65.jpg"" style=""margin-right: 50px""> 
            <img src=""Big-visSmall/21_31.jpg"" style=""margin-left: 50px"">
            ",,112042,,139,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.34,,,,,,,112944,,140,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.35,,,,,"<div style=""font-size:60px;"">+</div>",,113646,,141,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.35,Big-visBig/01_07.jpg,c,Small-visSmall/01_78.jpg,461,"
            <img src=""Big-visBig/01_07.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/01_78.jpg"" style=""margin-left: 50px"">
            ",,114107,,142,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.35,,,,,,,115008,,143,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.36,,,,,"<div style=""font-size:60px;"">+</div>",,115709,,144,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.36,Big-visSmall/19_17.jpg,m,Small-visBig/20_79.jpg,511,"
            <img src=""Big-visSmall/19_17.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visBig/20_79.jpg"" style=""margin-left: 50px"">
            ",,116221,,145,html-keyboard-response,incongruent,
14,long,,,,,,,0.0-8.0-2.36,,,,,,,117122,,146,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.37,,,,,"<div style=""font-size:60px;"">+</div>",,117823,,147,html-keyboard-response,,
14,long,big,True,,,,preset,0.0-8.0-1.37,Big-visBig/20_38.jpg,c,Small-visSmall/21_52.jpg,434,"
            <img src=""Big-visBig/20_38.jpg"" style=""margin-right: 50px""> 
            <img src=""Small-visSmall/21_52.jpg"" style=""margin-left: 50px"">
            ",,118258,,148,html-keyboard-response,congruent,
14,long,,,,,,,0.0-8.0-2.37,,,,,,,119159,,149,html-keyboard-response,,
14,long,,,,,,,0.0-8.0-0.38,,,,,"<div style=""font-size:60px;"">+</div>",,119861,,150,html-keyboard-response,,
